Data ID No,Chemical Name,Chemical Class,Carbon Number,CAS,SMILES,DT50,logDT50,logfoc,StudyT,Dispersant,logTdose,logDose,chain:alkaneBranch_isopropyl_C3,chain:alkaneBranch_t-butyl_C4,chain:alkaneBranch_neopentyl_C5,chain:alkaneBranch_isohexyl_pentyl_3-methyl,chain:alkaneBranch_isooctyl_heptyl_3-methyl,chain:alkaneBranch_isononyl_heptyl_2_5-methyl,chain:alkaneCyclic_pentyl_C5,chain:alkaneCyclic_hexyl_C6,chain:alkaneLinear_ethyl_C2_(connect_noZ_CN=4),chain:alkaneLinear_propyl_C3,chain:alkaneLinear_butyl_C4,chain:alkaneLinear_hexyl_C6,chain:alkaneLinear_octyl_C8,chain:alkaneLinear_decyl_C10,chain:alkaneLinear_dodedyl_C12,chain:alkaneLinear_tetradecyl_C14,chain:alkaneLinear_hexadecyl_C16,chain:alkaneLinear_stearyl_C18,chain:alkeneCyclic_diene_cyclohexene,chain:alkeneCyclic_diene_cyclopentadiene,chain:alkeneCyclic_ethene_C_(connect_noZ),chain:aromaticAlkane_Ar-C_meta,chain:aromaticAlkane_Ar-C_ortho,chain:aromaticAlkane_Ph-C1_acyclic_connect_H_gt_1,chain:aromaticAlkane_Ph-C1_acyclic_connect_noDblBd,chain:aromaticAlkane_Ph-C1_acyclic_generic,chain:aromaticAlkane_Ph-1_4-C1_acyclic,chain:aromaticAlkane_Ph-C2,chain:aromaticAlkane_Ph-C1_cyclic,chain:aromaticAlkene_Ph-C2_cyclic,ring:aromatic_benzene,ring:aromatic_biphenyl,ring:aromatic_phenyl,ring:fused_[6_6]_naphthalene,ring:fused_[6_6]_tetralin,ring:fused_PAH_acenaphthylene,ring:fused_PAH_anthracene,ring:fused_PAH_benz(a)anthracene,ring:fused_PAH_benzophenanthrene,ring:fused_PAH_fluorene,ring:fused_PAH_phenanthrene,ring:fused_PAH_pyrene,ring:hetero_[5]_O_furan,ring:hetero_[5]_O_oxolane,ring:hetero_[5]_S_thiophene,ring:hetero_[5]_Z_1-Z,ring:hetero_[5_6]_O_benzofuran,ring:hetero_[5_6]_Z_generic,ring:hetero_[6_5_6]_O_benzofuran_dibenzo,Inoculum description,Inoculum assignment,Compartment assignment,Matrix location,Approximate location coordinates,Matrix collection Temperature (oC),Matrix storage,Study system,Study matrix volume (L),Matrix Organic Carbon Content (%),pH,Study moisture content (%),Study Sediment:Water ratio,Study Agitation,Study Agitation description,Study Aeration,Study Aeration description,Study duration (d),Study controls,Abiotic control type,Test substance type,Test substance description,Test substance physical form,Test substance dosing stratgy,Total hydrocarbon dose (ppm),Initial test substance concentration (ppm),Final test substance concentration (ppm),Kinetics used,R2 (if applicable),Lag (d),Rate (d-1),Halflife (d),Study reference,Study comments,Other comments,Soil classification,Non standard inoculum,pH,Organic carbon,Sampling and storage,"Nutrient supplemenation (N,P)",Non-routine experimental setup,Soil moisture,Soil aeration,Water:Sediment ratio,Sediment agitation and aeration,Light regime,Test substance concentration,"Mixtures, crudes or petroleum products",Temperature,Inoculum,Test system,Flags,Total relevance (Inoculum + Test system ave),HL_bhcw,logHL_biohcw,SMILES2
142,Benzo(a)pyrene,PAH,20,50-32-8,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,13.69565217,1.136582718,,20,No,2.785329835,2.301029996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,Garden soil from a vegetable garden,Garden soil,Soil,"Pietermaritzberg, SA","29°36'29.2""S 30°20'54.0""E",,Homogenised and sieved,Open microcosm. PVC cylinder 1L. Ambient conditions,1,,,70% WHC,,Yes,Tilled daily,No,Open microcosm,70,Abiotic control,Sodium Azide,Synthetic mixture,,Solid,Mixed directly,610,200,1.545595054,First order rate constant,0.9574,,0.0506,13.69565217,Atagana 2006,Ammended with nutrients,Assume density of soil is 2g/cm3,L,N ,H,L,H,M,N ,M,H,N/A,N/A,L,M,M,H,2.0,2.2,0,2.1,421.6,2.6249,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45
143,Benzo(a)pyrene,PAH,20,50-32-8,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,12.50902527,1.09722347,,20,No,2.785329835,2.301029996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,Garden soil from a vegetable garden,Garden soil,Soil,"Pietermaritzberg, SA","29°36'29.2""S 30°20'54.0""E",,Homogenised and sieved,Open microcosm. PVC cylinder 1L. Ambient conditions,1,,,70% WHC,,Yes,Tilled daily,No,Open microcosm,70,Abiotic control,Sodium Azide,Synthetic mixture,,Solid,Mixed directly,610,200,2,First order rate constant,0.9645,,0.0554,12.50902527,Atagana 2006,Ammended with nutrients and H2O2,Assume density of soil is 2g/cm3,L,N ,H,L,H,M,N ,M,H,N/A,N/A,L,M,M,H,2.0,2.2,0,2.1,421.6,2.6249,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45
144,Benzo(a)pyrene,PAH,20,50-32-8,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,121.5789474,2.084858379,,20,No,2.785329835,2.301029996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,Garden soil from a vegetable garden,Garden soil,Soil,"Pietermaritzberg, SA","29°36'29.2""S 30°20'54.0""E",,Homogenised and sieved,Open microcosm. PVC cylinder 1L. Ambient conditions,1,,,70% WHC,,No,,No,Open microcosm,70,Abiotic control,Sodium Azide,Synthetic mixture,,Solid,Mixed directly,610,200,139.4957983,First order rate constant,0.9748,,0.0057,121.5789474,Atagana 2006,Ammended with 5% CuSO4 solution. Moisture content not maintained,Assume density of soil is 2g/cm3,L,N ,H,L,H,H,N ,M,H,N/A,N/A,L,L,M,H,2.2,2.0,0,2.1,421.6,2.6249,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45
145,Benzo(a)pyrene,PAH,20,50-32-8,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,84.51219512,1.926919382,,20,No,2.785329835,2.301029996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,Garden soil from a vegetable garden,Garden soil,Soil,"Pietermaritzberg, SA","29°36'29.2""S 30°20'54.0""E",,Homogenised and sieved,Open microcosm. PVC cylinder 1L. Ambient conditions,1,,,70% WHC,,Yes,Tilled daily,No,Open microcosm,70,Abiotic control,Sodium Azide,Synthetic mixture,,Solid,Mixed directly,610,200,114.6218487,First order rate constant,0.98,,0.0082,84.51219512,Atagana 2006,Ammended with 5% CuSO4 solution,Assume density of soil is 2g/cm3,L,N ,H,L,H,H,N ,M,H,N/A,N/A,L,L,M,H,2.2,2.0,0,2.1,421.6,2.6249,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45
146,Benzo(a)pyrene,PAH,20,50-32-8,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,78.75,1.896250562,,20,No,2.785329835,2.301029996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,Garden soil from a vegetable garden,Garden soil,Soil,"Pietermaritzberg, SA","29°36'29.2""S 30°20'54.0""E",,Homogenised and sieved,Open microcosm. PVC cylinder 1L. Ambient conditions,1,,,70% WHC,,No,,No,Open microcosm,70,Abiotic control,Sodium Azide,Synthetic mixture,,Solid,Mixed directly,610,200,97.37248841,First order rate constant,0.97,,0.0088,78.75,Atagana 2006,Moisture content not maintained,Assume density of soil is 2g/cm3,L,N ,H,L,H,H,N ,M,H,N/A,N/A,L,M,M,H,2.2,2.2,0,2.2,421.6,2.6249,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45
147,Benzo(a)pyrene,PAH,20,50-32-8,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,49.14893617,1.691514122,,20,No,2.785329835,2.301029996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,Garden soil from a vegetable garden,Garden soil,Soil,"Pietermaritzberg, SA","29°36'29.2""S 30°20'54.0""E",,Homogenised and sieved,Open microcosm. PVC cylinder 1L. Ambient conditions,1,,,70% WHC,,Yes,Tilled daily,No,Open microcosm,70,Abiotic control,Sodium Azide,Synthetic mixture,,Solid,Mixed directly,610,200,64.91499227,First order rate constant,0.96,,0.0141,49.14893617,Atagana 2006,,Assume density of soil is 2g/cm3,L,N ,H,L,H,H,N ,M,H,N/A,N/A,L,M,M,H,2.2,2.2,0,2.2,421.6,2.6249,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45
148,Benzo(a)pyrene,PAH,20,50-32-8,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,115.9473684,2.064260896,0.380211242,21,No,3.242690474,1.444044796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,AhAl soil+compost,,Soil,Germany,,,Air dried and sieved through 2mm mesh. ,"Closed microcosm in 1L glass jar, sealed with polyethylene film and incubated in dark",0.3,2.4,,50% WHC,,No,,Yes,Polyethylene permits diffusions of atmospheric gases such as oxygen,180,Abiotic control,Autoclave + 1% HgCl2,Synthetic mixture,Mixture of 18 PAH and N-PAHs,Solid,Solvent dissolved (dichloromethane) and mixed with soil.,1748.6,27.8,7.810613944,Lag + First order rate constant,0.9896,43,0.0095,72.94736842,Wischmann 1997,,,L,N ,L,H,H,H,N ,H,H,N/A,N/A,H,M,M,H,2.2,2.7,0,2.4,421.6,2.6249,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45
149,Benzo(a)pyrene,PAH,20,50-32-8,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,53.2,1.725911632,0.477121255,21,No,1.698970004,1.698970004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,Artificial soil (70% Sand; 22% Silt; 5% clay; 3% black soil),Artificial soil,Soil,"Kathankulathur, India","12°49'06.7""N 80°02'59.2""E",,,Closed microcosm in 1L glass bottle but with intermitent air flow,0.05,3,,57% WHC,,No,,Yes,Each microcosm setup was flushed with air for a duration of 10min every 48h,28,Abiotic control,Not described. Likely autoclave treatment. Throughout the study the abiotic control showed a nominal removal,Synthetic mixture,,Solid,Solvent dissolved (acetone) and mixed with soil. Solvent evaporated by incubating at room temperature for 24 hours,50,50,18.56412639,Lag + First order rate constant,0.9397,7,0.015,46.2,Rathankumar 2020,Amendment added,Nominal starting concentration used,L,Y,H,H,H,M,N ,H,H,N/A,N/A,H,M,M,H,2.4,2.7,1,2.5,421.6,2.6249,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45
150,Benzo(a)pyrene,PAH,20,50-32-8,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,150.6521739,2.177975403,0.117271296,20,No,2.397940009,1.631443769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,Soil near river estuary,Urban soil,Soil,"Seine river, Pettiville, France","49°25'52.6""N 0°36'08.6""E",,"Sifted through a 2-mm sieve after they were collected, and stored for 8 days at room temperature for acclimation",Closed microcosm in glass flask. Sealed and incubated in dark,0.065,1.31,,28.7 (70% WHC),,No,,Yes,Flasks were opened once a week for 15 minutes to oxygenate,30,Abiotic control,Autoclave ,Synthetic mixture,,Solid,"Solvent (acetone)dissolved, added to dried seed soil and evaporated. Seed soil mixed with fresh soil ",250,42.8,34.974,First order rate constant,0.2559,,0.0046,150.6521739,Crampton 2014,Had 0.89mg/kg PAH in soil before experiment,,L,N ,H,H,H,H,N ,M,H,N/A,N/A,H,M,M,H,2.6,2.5,0,2.6,421.6,2.6249,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45
151,Benzo(a)pyrene,PAH,20,50-32-8,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,210,2.322219295,0.596597096,20,No,2.397940009,1.631443769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,Soil near river estuary,Urban soil,Soil,"Seine river, Oissel, France","49°21'48.3""N 1°07'22.7""E",,"Sifted through a 2-mm sieve after they were collected, and stored for 8 days at room temperature for acclimation",Closed microcosm in glass flask. Sealed and incubated in dark,0.065,3.95,,37.45 (70% WHC),,No,,Yes,Flasks were opened once a week for 15 minutes to oxygenate,90,Abiotic control,Autoclave ,Synthetic mixture,,Solid,"Solvent (acetone)dissolved, added to dried seed soil and evaporated. Seed soil mixed with fresh soil ",250,42.8,30.998,First order rate constant,0.9661,,0.0033,210,Crampton 2014,Had 4.24mg/kg PAH in soil before experiment,,L,N ,H,H,H,H,N ,M,H,N/A,N/A,H,M,M,H,2.6,2.5,0,2.6,421.6,2.6249,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45
152,Benzo(a)pyrene,PAH,20,50-32-8,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,693,2.840733235,0.781755375,20,No,2.397940009,1.631443769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,Forest Soil,Forest soil,Soil,"La Mailleraye-sur-Seine, France","49°25'44.3""N 0°47'08.2""E",,"Sifted through a 2-mm sieve after they were collected, and stored for 8 days at room temperature for acclimation",Closed microcosm in glass flask. Sealed and incubated in dark,0.065,6.05,,38.85 (70% WHC),,No,,Yes,Flasks were opened once a week for 15 minutes to oxygenate,90,Abiotic control,Autoclave ,Synthetic mixture,,Solid,"Solvent (acetone)dissolved, added to dried seed soil and evaporated. Seed soil mixed with fresh soil ",250,42.8,36.053,First order rate constant,0.02957,,0.001,693,Crampton 2014,Had 4.48mg/kg PAH in soil before experiment,,L,N ,H,H,H,H,N ,M,H,N/A,N/A,H,M,M,H,2.6,2.5,0,2.6,421.6,2.6249,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45
153,Benzo(a)pyrene,PAH,20,50-32-8,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,198,2.29666519,0.008600172,20,No,2.397940009,1.631443769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,Agricultural soil,Agricultural soil,Soil,"Écretteville-lès-Baons, France","49°37'29.3""N 0°40'08.7""E",,"Sifted through a 2-mm sieve after they were collected, and stored for 8 days at room temperature for acclimation",Closed microcosm in glass flask. Sealed and incubated in dark,0.065,1.02,,20.65 (70% WHC),,No,,Yes,Flasks were opened once a week for 15 minutes to oxygenate,90,Abiotic control,Autoclave ,Synthetic mixture,,Solid,"Solvent (acetone)dissolved, added to dried seed soil and evaporated. Seed soil mixed with fresh soil ",250,42.8,30.090,First order rate constant,0.6896,,0.0035,198,Crampton 2014,Had 0.45mg/kg PAH in soil before experiment,,L,N ,H,H,H,H,N ,M,H,N/A,N/A,H,M,M,H,2.6,2.5,0,2.6,421.6,2.6249,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45
154,Benzo(a)pyrene,PAH,20,50-32-8,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,58.23529412,1.765186273,0.271841607,20,No,2.397940009,1.631443769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,Agricultural soil,Agricultural soil,Soil,"Écretteville-lès-Baons, France","49°38'02.9""N 0°40'38.1""E",,"Sifted through a 2-mm sieve after they were collected, and stored for 8 days at room temperature for acclimation",Closed microcosm in glass flask. Sealed and incubated in dark,0.065,1.87,,26.81 (70% WHC),,No,,Yes,Flasks were opened once a week for 15 minutes to oxygenate,90,Abiotic control,Autoclave ,Synthetic mixture,,Solid,"Solvent (acetone)dissolved, added to dried seed soil and evaporated. Seed soil mixed with fresh soil ",250,42.8,13.370,First order rate constant,0.9686,,0.0119,58.23529412,Crampton 2014,Had 0.32mg/kg PAH in soil before experiment,,L,N ,H,H,H,H,N ,M,H,N/A,N/A,H,M,M,H,2.6,2.5,0,2.6,421.6,2.6249,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45
155,Benzo(a)pyrene,PAH,20,50-32-8,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,81.51612903,1.911243548,0.477121255,21,No,1.698970004,1.698970004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,Artificial soil (70% Sand; 22% Silt; 5% clay; 3% black soil),Artificial soil,Soil,"Kathankulathur, India","12°49'06.7""N 80°02'59.2""E",,,Closed microcosm in 1L glass bottle but with intermitent air flow,0.05,3,,57% WHC,,No,,Yes,Each microcosm setup was flushed with air for a duration of 10min every 48h,28,Abiotic control,Not described. Likely autoclave treatment. Throughout the study the abiotic control showed a nominal removal,Synthetic mixture,,Solid,Solvent dissolved (acetone) and mixed with soil. Solvent evaporated by incubating at room temperature for 24 hours,50,50,20.44609665,Lag + First order rate constant,0.9397,7,0.0093,74.51612903,Rathankumar 2020,No amendment,Nominal starting concentration used,L,Y,H,H,H,H,N ,H,H,N/A,N/A,H,M,M,H,2.6,2.7,1,2.6,421.6,2.6249,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45
156,Benzo(a)pyrene,PAH,20,50-32-8,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,229.0,2.359835482,0.041392685,25,No,1.51851394,1.51851394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,Sandy Loam McLaurin soil,Agricultural soil,Soil,"Paleudult; Mississippi, USA",,,Air-dried and sieved to pass a 2-mm screen.,Closed microcosm in 500mL glass flask sealed with polyethylene film. Incubated in dark,0.25,1.1,,15,,No,,Yes,Aerated continously 200mL/min,105,Abiotic control,2% HgCl2,Single constituent,Single constituent,Solid,Solvent dissolved (methyl chloride) and mixed with soil and allowed to evaporate for 24 hours,33,33,22.51421397,First order rate constant,0.896,,0.003026201,229,Parks 1990,,Final hydrocarbon concentration are estimates based on degradation rate and incubation time,H,N ,H,H,H,H,N ,M,H,N/A,N/A,H,M,M,H,3.0,2.5,0,2.8,421.6,2.6249,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45
157,Benzo(a)pyrene,PAH,20,50-32-8,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,309.0,2.489958479,-0.301029996,25,No,1.51851394,1.51851394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,Sandy Loam Kidman soil,Agricultural soil,Soil,"Calciaquoll; Utah, USA",,,Air-dried and sieved to pass a 2-mm screen.,Closed microcosm in 500mL glass flask sealed with polyethylene film. Incubated in dark,0.25,0.5,,15,,No,,Yes,Aerated continously 200mL/min,196,Abiotic control,2% HgCl2,Single constituent,Single constituent,Solid,Solvent dissolved (methyl chloride) and mixed with soil and allowed to evaporate for 24 hours,33,33,18.49409709,First order rate constant,0.77,,0.002242718,309,Parks 1990,,Final hydrocarbon concentration are estimates based on degradation rate and incubation time,H,N ,H,H,H,H,N ,M,H,N/A,N/A,H,M,M,H,3.0,2.5,0,2.8,421.6,2.6249,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45
158,Benzo(a)pyrene,PAH,20,50-32-8,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,6.721629486,0.827474569,0.255272505,22,No,3,2.188020197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,Sandy loam soil,Agricultural soil,Soil,"Acolman, Mexico","19°37'35.4""N 98°52'15.7""W",mean annual temperature of 14.9 oC,"The soil from each field was passed separately through a 5 mm sieve, adjusted to 40% of water holding capacity (WHC) by adding distilled water (H2O) and conditioned at 22 oC for 7 days",Closed microcosm. 120mL glass flasks in 945mL sealed glass jars with 10mL water and 20mL 1M NaOH. Incubated in dark,0.0125,1.8,,40% WHC,,No,,No,Likely adequate aeration due to large headspace and weekly air replenishment,13,Abiotic control,Extended autoclave,Synthetic mixture,,Solid,"Solvent dissolved, added to seed soil and evaporated. Seed soil mixed with remaining soil",1000,154.1772152,41.7721519,First order rate constant,0.7463,,0.1031,6.721629486,Alverez-Bernal 2006,,Only first 3 sampling points used for kinetics,H,N ,H,H,H,H,N ,H,H,N/A,N/A,H,M,M,H,3.0,2.7,0,2.8,421.6,2.6249,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45
159,Benzo(a)pyrene,PAH,20,50-32-8,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,6.5625,0.817069316,,22,No,3,2.17278023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,Sandy loam soil,Agricultural soil,Soil,"Acolman, Mexico","19°37'35.4""N 98°52'15.7""W",mean annual temperature of 14.9 oC,"The soil from each field was passed separately through a 5 mm sieve, adjusted to 40% of water holding capacity (WHC) by adding distilled water (H2O) and conditioned at 22 oC for 7 days",Closed microcosm. 120mL glass flasks in 945mL sealed glass jars with 10mL water and 20mL 1M NaOH. Incubated in dark,0.0125,,,40% WHC,,No,,No,Likely adequate aeration due to large headspace and weekly air replenishment,13,Abiotic control,Extended autoclave,Synthetic mixture,,Solid,"Solvent dissolved, added to seed soil and evaporated. Seed soil mixed with remaining soil",1000,148.8607595,38.73417722,First order rate constant,0.8449,,0.1056,6.5625,Alverez-Bernal 2006,Ammended with farm yard manure,Only first 3 sampling points used for kinetics,H,N ,H,H,H,H,N ,H,H,N/A,N/A,H,M,M,H,3.0,2.7,0,2.8,421.6,2.6249,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45
160,Benzo(a)pyrene,PAH,20,50-32-8,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,112.8,2.0523091,1.041392685,20,No,3.80009818,2.406369835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,Greenfield site soil,Parkland soil,Soil,"Newcastle upon Tyne, UK","54°59'09.0""N 1°35'02.1""W",,,Open microcosm in 0.64L PVC water piping (20 cm long and 3.2 cmdiameter). Incubated with diurnal light cycle.,0.2,11,,31.7 (75% WHC),,No,,Yes,Open microcosm,280,Abiotic control,0.5% HgCl2,Coal tar pitch,,Soild,"Solvent dissolved (acetone) added to quarter of test soil, mixed in cement mixer and air dried. This soil added to remaining test soil",6311,254.9,92.18774763,Multiphasic kinetic model,0.638337593,,,,Deary 2016,Cd low 100mg/kg,Kinerics include sorption to soil,L,N ,H,L,H,H,N ,M,H,N/A,N/A,L,L,M,H,2.2,2.0,0,2.1,421.6,2.6249,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45
161,Benzo(a)pyrene,PAH,20,50-32-8,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,185.89,2.269256027,1.041392685,20,No,3.80009818,2.406369835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,Greenfield site soil,Parkland soil,Soil,"Newcastle upon Tyne, UK","54°59'09.0""N 1°35'02.1""W",,,Open microcosm in 0.64L PVC water piping (20 cm long and 3.2 cmdiameter). Incubated with diurnal light cycle.,0.2,11,,31.7 (75% WHC),,No,,Yes,Open microcosm,280,Abiotic control,0.5% HgCl2,Coal tar pitch,,Soild,"Solvent dissolved (acetone) added to quarter of test soil, mixed in cement mixer and air dried. This soil added to remaining test soil",6311,254.9,107.1113579,Multiphasic kinetic model,0.579790671,,,,Deary 2016,Cd med 250mg/kg,Kinerics include sorption to soil,L,N ,H,L,H,H,N ,M,H,N/A,N/A,L,L,M,H,2.2,2.0,0,2.1,421.6,2.6249,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45
162,Benzo(a)pyrene,PAH,20,50-32-8,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,264.85,2.422999977,1.041392685,20,No,3.80009818,2.406369835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,Greenfield site soil,Parkland soil,Soil,"Newcastle upon Tyne, UK","54°59'09.0""N 1°35'02.1""W",,,Open microcosm in 0.64L PVC water piping (20 cm long and 3.2 cmdiameter). Incubated with diurnal light cycle.,0.2,11,,31.7 (75% WHC),,No,,Yes,Open microcosm,280,Abiotic control,0.5% HgCl2,Coal tar pitch,,Soild,"Solvent dissolved (acetone) added to quarter of test soil, mixed in cement mixer and air dried. This soil added to remaining test soil",6311,254.9,123.8439869,Multiphasic kinetic model,0.514146776,,,,Deary 2016,Cd high 500mg/kg,Kinerics include sorption to soil,L,N ,H,L,H,H,N ,M,H,N/A,N/A,L,L,M,H,2.2,2.0,0,2.1,421.6,2.6249,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45
163,Benzo(a)pyrene,PAH,20,50-32-8,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,178.17,2.25083458,1.041392685,20,No,3.80009818,2.406369835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,Greenfield site soil,Parkland soil,Soil,"Newcastle upon Tyne, UK","54°59'09.0""N 1°35'02.1""W",,,Open microcosm in 0.64L PVC water piping (20 cm long and 3.2 cmdiameter). Incubated with diurnal light cycle.,0.2,11,,31.7 (75% WHC),,No,,Yes,Open microcosm,280,Abiotic control,0.5% HgCl2,Coal tar pitch,,Soild,"Solvent dissolved (acetone) added to quarter of test soil, mixed in cement mixer and air dried. This soil added to remaining test soil",6311,254.9,105.6999485,Multiphasic kinetic model,0.585327782,,,,Deary 2016,Pb low 100mg/kg,Kinerics include sorption to soil,L,N ,H,L,H,H,N ,M,H,N/A,N/A,L,L,M,H,2.2,2.0,0,2.1,421.6,2.6249,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45
